Target Name	IC50 (nM)	Target Source Organism According to Curator or DataSource	Ligand SMILES	Potency
Cathepsin K	100.0	Homo sapiens	COc1ccc(NCCNC(=O)C2(Nc3ccc(-c4ccccc4)cc3)CCCCC2)cc1	1
Cathepsin K	69.0	Homo sapiens	COc1ccc(NCCNC(=O)C(CC(C)C)Oc2cccc(Oc3ccccc3)c2)cc1	2
Cathepsin K	4.8	Homo sapiens	CC[C@@H](CNc1ccc(OCC(=O)O)cc1)NC(=O)C1(Nc2cccc(-c3ccccc3)c2)CCCCC1.Cl.Cl	2
Cathepsin K	4.5	Homo sapiens	CC[C@@H](CNc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CC(C)C)Nc1cccc(-c2ccccc2)c1.Cl.Cl	2
Cathepsin K	0.8	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N	3
Cathepsin K	6.0	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2cc(F)cc(F)c2)cc1)C(F)(F)F)C(=O)NCC#N	2
Cathepsin K	0.5	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2cccc(F)c2)cc1)C(F)(F)F)C(=O)NCC#N	3
Cathepsin K	150.0	Homo sapiens	CC(C)CC(C(=O)N(CC#N)OC(=O)C(F)(F)F)c1cccc(-c2ccncc2)c1	1
Cathepsin K	81.0	Homo sapiens	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCCC2)cc1	2
Cathepsin K	270.0	Homo sapiens	CCCC[C@@H](C=O)NC(=O)OCCc1ccccc1	1
Cathepsin K	100000.1	Homo sapiens	COc1ccc(/C=C/C(=O)NC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1OC	0
Cathepsin K	39.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1CC(C)C	2
Cathepsin K	6.23	Homo sapiens	COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)C2CCN(C)CC2)[C@H]1Cc1c[nH]c2ccccc12	2
Cathepsin K	87.0	Homo sapiens	CC(C)(C)OC(=O)N[C@H](C=O)CCCC(F)(F)F	2
Cathepsin K	38.0	Homo sapiens	CC(C)(C)OC(=O)N[C@H](C=O)COCc1ccccc1	2
Cathepsin K	130.0	Homo sapiens	CCCC[C@@H](/C=N/NC(=O)OC(C)C)NC(=O)OC(C)(C)C	1
Cathepsin K	2.6	Homo sapiens	CSc1ccc(-c2ccccc2[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1	2
Cathepsin K	1.7	Homo sapiens	N#CCNC(=O)[C@@H]1CCCC[C@H]1CCc1ccccc1	2
Cathepsin K	460.0	Homo sapiens	N#CCNC(=O)[C@@H]1CCCC[C@H]1CSc1cc(Cl)c(Cl)cc1Cl	1
Cathepsin K	100.0	Homo sapiens	Cc1ccc(SC[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1	1
Cathepsin K	72.0	Homo sapiens	CCCC[C@@H](/C=N/NC(=O)N(C)C)NC(=O)OC(C)(C)C	2
Cathepsin K	520.0	Homo sapiens	CCCC[C@@H](/C=N/N(C)C(=O)N(C)CCc1ccccc1)NC(=O)OC(C)(C)C	1
Cathepsin K	15.0	Homo sapiens	N#Cc1ncc(C(=O)NCCc2ccccc2)c(NCC2CCCCC2)n1	2
Cathepsin K	36.0	Homo sapiens	CN(CC1CCCCC1)c1nc(C#N)ncc1C(=O)NCCc1ccccc1	2
Cathepsin K	1000.1	Homo sapiens	COc1cc(NC(=O)c2cnc(C#N)nc2NCC2CCC3(CC2)CC3)c(-c2ccccc2)cc1OC	0
Cathepsin K	10.0	Homo sapiens	N#Cc1ncc(C(=O)NCCc2ccccc2)c(NC2CCCCC2)n1	2
Cathepsin K	12.88	Homo sapiens	CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	20892.96	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)NC	0
Cathepsin K	14.13	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H]1CN(C(=O)c2cccnc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	32.36	Homo sapiens	CCCC[C@H](NC(=O)OC(CCC)CCC)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	3388.44	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)NCc1cccs1	0
Cathepsin K	5000.1	Homo sapiens	CN(C)c1ccc(C[C@H](NC(=O)c2ccc(-c3ccccc3)cc2)C(=O)NC2(C#N)CC2)cc1	0
Cathepsin K	10000.1	Homo sapiens	CCCn1c(=O)c(C#N)nn(-c2ccccc2)c1=O	0
Cathepsin K	197.0	Homo sapiens	CCCn1c(=O)c(C#N)nn(C2CCCCC2)c1=O	1
Cathepsin K	7400.0	Homo sapiens	CCCCn1c(=O)c(C#N)nn(-c2cccc(C(F)(F)F)c2)c1=O	0
Cathepsin K	100.0	Homo sapiens	CN(C)CCCn1c(=O)c(C#N)nn(-c2cccc(C(F)(F)F)c2)c1=O	1
Cathepsin K	500.0	Homo sapiens	N#Cc1nn(C2CCCCCC2)c(=O)n(CCCN2CCOCC2)c1=O	1
Cathepsin K	3204.0	Homo sapiens	COc1ccc(C(=O)c2cccc(/C(=N/NC(N)=S)c3ccc(O)cc3)c2)cc1	0
Cathepsin K	3204.0	Homo sapiens	COc1ccc(/C(=N/NC(N)=S)c2cccc(/C(=N/NC(N)=S)c3ccc(O)cc3)c2)cc1	0
Cathepsin K	16.0	Homo sapiens	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@@H]1Oc1ccccc1)OCc1ccccc1	2
Cathepsin K	1000.1	Homo sapiens	CC(=O)N1CC=C(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCC3)cc2)CC1	0
Cathepsin K	11.0	Homo sapiens	CC(C)C(Nc1cccc(Cl)c1)C(=O)N1CCCCN1C#N	2
Cathepsin K	0.2	Homo sapiens	C[C@H](C(N)=O)c1ccc(-c2ccc([C@H](N[C@@H](CC(C)(C)F)C(=O)NC3(C#N)CC3)C(F)(F)F)cc2)cc1	3
Cathepsin K	0.3	Homo sapiens	Cc1csc(-c2ccc([C@H](N[C@@H](CC(C)(C)F)C(=O)NC3(C#N)CC3)C(F)(F)F)cc2)n1	3
Cathepsin K	50.0	Homo sapiens	N#CN1CCC(NS(=O)(=O)c2ccccc2)C1	2
Cathepsin K	81.0	Homo sapiens	N#CN1CCC(NS(=O)(=O)c2ccccc2)C1	2
Cathepsin K	4.8	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1cc2ccccc2cn1	2
Cathepsin K	360.0	Homo sapiens	N#CN1Cc2cc3ccccc3nc2C1	1
Cathepsin K	0.41	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccn(C)n1	3
Cathepsin K	25.0	Homo sapiens	CC(C)C(Nc1ccccc1)C(=O)N1CCCCN1C#N	2
Cathepsin K	0.9	Homo sapiens	CCCN1C(=O)NC2(CCN(Cc3cc4cnc(C#N)nc4n3CC(C)(C)C)CC2)C1=O	3
Cathepsin K	100000.1	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)N(C)[C@H](C)c1ccccc1	0
Cathepsin K	10000.1	Homo sapiens	CCCn1c(=O)c(C#N)nn(-c2cccc(-c3ccccc3)c2)c1=O	0
Cathepsin K	5888.44	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(N)=O	0
Cathepsin K	6309.57	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)Nc1ccccc1	0
Cathepsin K	1.096	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](CCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	8100.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccccn1	0
Cathepsin K	0.3	Homo sapiens	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(N)=O)CC3)cc2F)cc1)C(F)F)C(=O)NC1(C#N)CC1	3
Cathepsin K	331.0	Homo sapiens	CCN1CCN(CCCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1	1
Cathepsin K	288.0	Homo sapiens	Cc1noc(C)c1CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1	1
Cathepsin K	54.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(COc2ccnc(N3CCOCC3)n2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	2.9	Homo sapiens	N#Cc1nc(NC2CCCCC2)c2ncn(C3CCCC3)c2n1	2
Cathepsin K	68.0	Homo sapiens	N#Cc1nc(NC[C@H](O)c2ccccc2)nc(N2CCNCC2)n1	2
Cathepsin K	31.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(COc2ccnc(N3CCN(c4ccccc4)CC3)n2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	32.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cn1ccc(C(F)(F)F)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	2
Cathepsin K	65.0	Homo sapiens	CC(C)(C)[C@@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)OC(=O)NCC(=O)CNS(=O)(=O)c1ccccn1	2
Cathepsin K	1000.0	Homo sapiens	CCCc1cc(-c2cccc(C(F)(F)F)c2Cl)nc(C#N)n1	0
Cathepsin K	1.0	Homo sapiens	N#Cc1nc(NC2CCCCC2)nc(N2CCNCC2)n1	2
Cathepsin K	3100.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H](C)CC1CCCCC1)C(=O)c1nccs1	0
Cathepsin K	2.6	Homo sapiens	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1CCCN(S(=O)(=O)c2cccc[n+]2[O-])CC1=O	2
Cathepsin K	16.0	Homo sapiens	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1CCCN(S(C)(=O)=O)CC1=O	2
Cathepsin K	5.0	Homo sapiens	CSC[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	2
Cathepsin K	0.2	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N	3
Cathepsin K	1117.0	Homo sapiens	C[S+]([O-])C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	0
Cathepsin K	10150.0	Homo sapiens	CCOC(=O)Nc1nc(=O)n(CCOCP(=O)(O)O)s1	0
Cathepsin K	32.0	Homo sapiens	CCC(C=O)NC(=O)c1cccc(C(F)(F)F)c1Cl	2
Cathepsin K	46.8	Homo sapiens	CNC(=O)C(=O)C(C)NC(=O)c1ccc(OCc2ccccn2)c(C(F)(F)F)c1Cl	2
Cathepsin K	14900.0	Homo sapiens	O=C(/N=c1\s[nH]c(=O)n1C[C@H](O)COC(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1	0
Cathepsin K	1.0	Homo sapiens	CC(C)(C)CN(Cc1ccc(/C=C/CN2CCC(N3CCCCC3)CC2)cc1)c1ccnc(C#N)n1	2
Cathepsin K	457.0	Homo sapiens	CCCc1cc(-c2cccc(C3CCCC3)c2)nc(C#N)n1	1
Cathepsin K	2291.0	Homo sapiens	CCOc1ccc(-c2nc(C#N)c3ncn(CC)c3n2)cc1C(F)(F)F	0
Cathepsin K	17.0	Homo sapiens	N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(N2CCNCC2)n1	2
Cathepsin K	28.0	Homo sapiens	N#Cc1nc(Nc2ccc(C(F)(F)F)cc2)nc(N2CCNCC2)n1	2
Cathepsin K	67.0	Homo sapiens	CNC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F	2
Cathepsin K	60.0	Homo sapiens	Cc1cccc(CNc2nc(C#N)nc(NC3CCCCC3)n2)c1	2
Cathepsin K	17.0	Homo sapiens	N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(N2CCNCC2)n1	2
Cathepsin K	14.0	Homo sapiens	CC(C)C(OC(=O)N[C@@H](CC1CCCCC1)C(=O)C(=O)NCc1cccs1)C(C)C	2
Cathepsin K	250.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccc2ccccc2n1	1
Cathepsin K	5.0	Homo sapiens	N#CN1CC(CNC(=O)C2CCCCC2)C1	2
Cathepsin K	0.71	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1cc(C)[nH]n1	3
Cathepsin K	12000.0	Homo sapiens	N#Cc1nn(-c2cccc(C(F)(F)F)c2)c(=O)n(-c2ccccc2)c1=O	0
Cathepsin K	2000.0	Homo sapiens	CCCn1c(=O)c(C#N)nn(-c2cccc(C(F)(F)F)c2)c1=O	0
Cathepsin K	38.0	Homo sapiens	CC(C)c1cccc(-n2nc(C#N)c(=O)n(CCCN3CCCCC3)c2=O)c1	2
Cathepsin K	9.0	Homo sapiens	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(OC)cc2)cc1	2
Cathepsin K	4.0	Homo sapiens	CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NCCNc1ccc(OCc2ccccc2)cc1	2
Cathepsin K	2.9	Homo sapiens	CC(C)COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3[nH]2)cc1	2
Cathepsin K	100.0	Homo sapiens	CCCCO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1	1
Cathepsin K	150.0	Homo sapiens	C/C=C/C[C@@H](C=O)NC(=O)OC(C)(C)C	1
Cathepsin K	16.0	Homo sapiens	CC(C)(C)OC(=O)N[C@H](C=O)CCCC1CCCCC1	2
Cathepsin K	710.0	Homo sapiens	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	1
Cathepsin K	660.0	Homo sapiens	CCOC[C@@H](C=O)NC(=O)OC(C)(C)C	1
Cathepsin K	17.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1C(C)C	2
Cathepsin K	38.0	Homo sapiens	CCC[C@@H](C=O)NC(=O)OC(C)(C)C	2
Cathepsin K	23.44	Homo sapiens	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	2
Cathepsin K	5800.0	Homo sapiens	CC(C)(C)OC(=O)NCC=O	0
Cathepsin K	7100.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H](C)CC1CCCCC1)C(=O)c1nc(-c2ccccc2)cs1	0
Cathepsin K	4000.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H](C)CC1CCCCC1)C(=O)c1nnc(-c2ccccc2)o1	0
Cathepsin K	0.3	Homo sapiens	C[C@@H](C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC(C#N)(C1CC1)C1CC1)C(F)(F)F	3
Cathepsin K	47.0	Homo sapiens	CC(C)C(OC(=O)N[C@H](C(=O)C(=O)NCc1cccs1)C(C)C)C(C)C	2
Cathepsin K	100000.1	Homo sapiens	Cc1cccc(OCC2CN(C)C(=O)O2)c1C	0
Cathepsin K	130.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O	1
Cathepsin K	1.1	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](CCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	100000.1	Homo sapiens	COc1ccc(C(=O)NCC(=O)NC/C=C/S(C)(=O)=O)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	0
Cathepsin K	4123.0	Homo sapiens	CC(C)C[C@H](NCC(F)(F)F)C(=O)NCC#N	0
Cathepsin K	6.7	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N	2
Cathepsin K	0.2	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N	3
Cathepsin K	1.2	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1)C(F)(F)F)C(=O)NCC#N	2
Cathepsin K	0.1	Homo sapiens	COc1ccc(-c2ccc([C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F)cc2)cc1	3
Cathepsin K	490.0	Homo sapiens	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccccc2)cc1	1
Cathepsin K	2.9	Homo sapiens	CCc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCc3ccccc3)cc2)cc1	2
Cathepsin K	76.0	Homo sapiens	CCCC[C@H](NC(=O)OC(CC)CC)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	1.585	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H]1CN(C(=O)c2ccc3ccccc3c2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	57.54	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H]1CN(C(=O)Oc2ccc3ccccc3c2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	0.7943	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](CCCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	3
Cathepsin K	47.9	Homo sapiens	CCCCC(NC(=O)c1ccc(OCc2ccccn2)c(C(F)(F)F)c1Cl)C(=O)C(=O)Nc1ccn(C)n1	2
Cathepsin K	5888.0	Homo sapiens	CN(C)CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F	0
Cathepsin K	2818.0	Homo sapiens	N#Cc1nc(-c2ccc(OCCO)c(C(F)(F)F)c2)cc2[nH]cnc12	0
Cathepsin K	0.9	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](C)C#N	3
Cathepsin K	273.0	Homo sapiens	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](CCc1ccccc1)C(N)=O	1
Cathepsin K	70.0	Homo sapiens	N#Cc1nc(NC[C@H](O)c2ccccc2)nc(NC2CCCCC2)n1	2
Cathepsin K	66.0	Homo sapiens	CSC[C@H](NC(=O)[C@H](CC(C)C)N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(N)=O	2
Cathepsin K	1267.0	Homo sapiens	CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	0
Cathepsin K	511.0	Homo sapiens	O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	1
Cathepsin K	2438.0	Homo sapiens	Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	0
Cathepsin K	0.011	Homo sapiens	CN1CCN(c2cccc(CCNC(=O)c3cnc(C#N)nc3NCC(C)(C)C)c2)CC1	3
Cathepsin K	0.025	Homo sapiens	CN1CCN(c2ccc(CCNC(=O)c3cnc(C#N)nc3NCC(C)(C)C)cc2)CC1	3
Cathepsin K	-0.097	Homo sapiens	COc1ccc(CCNC(=O)c2cnc(C#N)nc2NCC(C)(C)C)cc1	3
Cathepsin K	41.0	Homo sapiens	CC(C)(C)OC(=O)N[C@H](C=O)CCCCNC(=O)C(F)(F)F	2
Cathepsin K	29.0	Homo sapiens	CN(CCC[C@@H](C=O)NC(=O)OC(C)(C)C)C(=O)C(F)(F)F	2
Cathepsin K	10.0	Homo sapiens	N#CN1CC(CNC(=O)C2CCCCC2)C1	2
Cathepsin K	62.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1-c1ccccn1	2
Cathepsin K	0.2	Homo sapiens	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	3
Cathepsin K	57.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(COc2nnc(C)cc2-c2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	240.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccccc2)o1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	1
Cathepsin K	650.0	Homo sapiens	CCCC[C@H](NC(=O)OC(Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)N[C@H]1CCCNC1=O	1
Cathepsin K	1900.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(CCCSc2nccn2C)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	0
Cathepsin K	17.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(CSc2nccs2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	98.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(COc2ncnc3ccsc23)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	2
Cathepsin K	27.7	Homo sapiens	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCC2)NC(=O)c2ccco2)C(=O)CN1S(=O)(=O)c1ccccn1	2
Cathepsin K	1000.1	Homo sapiens	N#Cc1cncc(NC2CCCCC2)n1	0
Cathepsin K	8.4	Homo sapiens	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1Sc1ccccc1)OCc1ccccc1	2
Cathepsin K	36.0	Homo sapiens	CC(C)(C)OC(=O)N[C@H](C=O)CC1CCCCC1	2
Cathepsin K	370.0	Homo sapiens	N#CN1Cc2cc3ccccc3nc2C1	1
Cathepsin K	5000.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)NCCc1ccccc1	0
Cathepsin K	150.0	Homo sapiens	CCCC[C@H](NC(=O)OC(CC)(CC)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	1
Cathepsin K	40.0	Homo sapiens	N#CN1CC(OCc2ccccc2)C1	2
Cathepsin K	20.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1C1CCCC1	2
Cathepsin K	10.0	Homo sapiens	N#Cc1nc(NC2CCCCC2)c2ncn([C@@H]3O[C@H](O)[C@@H](O)[C@H]3O)c2n1	2
Cathepsin K	999.9	Homo sapiens	OCc1nc(NC2CCCCC2)c2ncn([C@@H]3O[C@H](O)[C@@H](O)[C@H]3O)c2n1	1
Cathepsin K	12.0	Homo sapiens	CCCc1cc(-c2cc(C(=O)N(C)C)cc(C(F)(F)F)c2)nc(C#N)n1	2
Cathepsin K	4.0	Homo sapiens	CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	2
Cathepsin K	9.0	Homo sapiens	N#Cc1nc(CCCN2CCOCC2)cc(-c2cccc(C(F)(F)F)c2)n1	2
Cathepsin K	4.0	Homo sapiens	N#Cc1nc(CCCNC2(C(N)=O)CCC2)cc(-c2cccc(C(F)(F)F)c2)n1	2
Cathepsin K	0.13	Homo sapiens	CCCC[C@@H](C=O)NC(=O)O[C@@H](CC)Cc1ccccc1	3
Cathepsin K	430.0	Homo sapiens	COC(=O)[C@@H]1CN(C#N)C[C@H]1c1ccc(OC)c(OC2CCCC2)c1	1
Cathepsin K	6.2	Homo sapiens	CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1cc(-c2ccccc2)[nH]n1	2
Cathepsin K	3.4	Homo sapiens	CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1ccn(C)n1	2
Cathepsin K	45.0	Homo sapiens	CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1ccnn1C1CCC1	2
Cathepsin K	100000.1	Homo sapiens	COc1ccc(C(=O)NCC(=O)NCC#N)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	0
Cathepsin K	213.0	Homo sapiens	N#CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	1
Cathepsin K	3810.0	Homo sapiens	CCCCCCC[C@H]1O[C@@H]1C(OC(=O)CCCCCBr)C(=O)NC(C)(C)C	0
Cathepsin K	52.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1cnccn1	2
Cathepsin K	87.0	Homo sapiens	CCC(C)[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1cccs1	2
Cathepsin K	142.0	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cncc(-c2ccccc2)c1	1
Cathepsin K	100.0	Homo sapiens	N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(N2CCOCC2)n1	1
Cathepsin K	5.1	Homo sapiens	CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccon1	2
Cathepsin K	1227.0	Homo sapiens	CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(S(C)(=O)=O)cc2)c1	0
Cathepsin K	12100.0	Homo sapiens	N#CN1CCCC1CNS(=O)(=O)c1ccccc1	0
Cathepsin K	750.0	Homo sapiens	N#CN1CCC(NS(=O)(=O)c2ccccc2)C1	1
Cathepsin K	1405.0	Homo sapiens	CN1CCN(c2ccc(-c3cccc(C(Cc4ccccc4)C(=O)NCC#N)c3)cc2)CC1	0
Cathepsin K	912.0	Homo sapiens	CCCC[C@H](NC(=O)O[C@@H](CCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	1
Cathepsin K	100000.1	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)NC(C)(C)C	0
Cathepsin K	3400.0	Homo sapiens	CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)NCc1cccs1	0
Cathepsin K	0.35	Homo sapiens	CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	3
Cathepsin K	34.0	Homo sapiens	CCCC[C@H](NC(=O)OCC(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	2
